reviewId,content,score
fbbe4a19-2aa9-41b4-9d41-a083615fc906,nice app,5
3653d17d-cae9-4404-a363-afe7a7e07522,ek duje ke vashte,5
f9fbaa7a-d046-4558-8236-ea6923b8ea3c,sunny,2
0b9f0b09-8c0d-4d0f-9146-eef3526ef529,nice 👍 राम्रो छ यो facebook play गर्दा हामीले छिटो र सजिलो तरिकाले कुराकानी साथै नयाँ सन्देश दिन सकेका छौँ।,5
e5989971-338b-4c74-8565-b60bd94277df,Wako Molu Bilala1,2
216e34a4-b444-4403-9e83-7045feb08f01,I'm so preferable to utilize full of this Facebook pages as my favorite... .,5
736811fb-ab36-4c91-85a2-7555a36ca1f0,Good,5
32d1bf39-8b44-40ae-b6b9-d9b4d918085f,good,5
358f99c1-b938-4ca3-80ca-a104d5e6778d,Nice,5
d52f7194-e368-4bcf-adfa-959cebadda5a,So cute and adorable and beautiful from Kael Zane Tillett,5
65b38c0b-c884-4f9f-b11d-e344ab5e9520,I liked a post on accident,1
5181a097-81cd-4985-94a6-2ac6904dad43,Good..,5
c9c86394-aa1d-4537-bd80-9348f14aa9d6,rajnikumari,5
7c239bb6-db52-47f8-8220-b7b6d11f30fc,Not thequality i need,1
66938b22-3a6e-4055-b74c-db99cb5e2a2d,less information about me on this site would be greatfull people will not be allowed to use my information thank you,5
6da2a1b5-1d09-46f4-adc0-0a674fd4a81a,Facebook automatically adjusts setting without your permission! Playback quality on videos and nonstop repetitive ads which the button to hide does nothing. Sometimes it seems the algorithm was written by toddlers. I swear I see the same 6 ads over and over. But not many Status updates. Fact checkers and what Facebook decides to show me less of vs the garbage it wants me to see. Feels like the algorithm is actively working against me. Terrible app and company... 0 stars if possible. f fb,1
00fe520c-95c1-4b20-b5fa-14f9b6da8003,bff cc g gruffy fog um,2
53fe524d-6572-4c14-b7da-05da325f46e8,amazing work 👏,5
e9b6c26a-19e4-40b0-b8c1-b8d5af914736,good earing app,5
e7fcc91a-f44a-430b-a42b-d85204e7ca6b,"this app became sht after entering meta.. i can't even login in another device 'coz it's automatically prevented even tho' i clicked ""yes, it's me"".. i tried everything and still the same.. trash app",1
6d4d483d-49cd-462f-a100-ca4f80b4a86e,Connect people in real time and updates to be always ahead.,4
24c61a79-a3c4-4d75-b507-269e093ae09f,my family,5
7949e521-c20b-48b9-ae06-08e115fae3a1,"The first application portal that connects people from all over the world.. your old classmates, former and present colleagues at work, friends from your home town no matter how far etc..welldone Facebook",4
1ea52767-734f-49c9-a416-6675b34a1d47,please support me my account problem view nahi aata hai,5
8b766627-de4b-4f13-9fd4-60ce01b5bddd,nice 🙂,5
f08db5c6-be7e-461d-984d-69f70dbbc116,ossam,5
d15f0fbc-6f90-4435-a265-ed1d51e9c64a,cute apps 🥰🥰❤️🥰🥰❤️,5
dba60c60-3387-4e6b-8859-f80f7e90fa9b,"My Facebook account was locked, but I did not do anything wrong or violate any rules. I only use it normally. Please review and help restore my account.",1
80716bc8-3543-41e8-b225-79b499735645,old apps but good quality apps that can use for all generations👍🏻,5
b4172c05-c796-4f9b-b6f5-71bc77db5313,great app for communication in social network...,5
edb04995-c6a2-4ec1-88f0-5893236ed64c,I like this app,5
30e9ff3a-aef4-42aa-b7d3-04b35e328e8b,good,4
c9b6af6b-5362-4bbb-bea7-91ca123edc75,"This app helps me to make new communities, new circle and medium of news",5
10c472eb-479c-4231-ac33-d6ed89a5c045,k.,2
32a242f1-c427-4bd6-81e7-76cf77466845,"I'm trying to get my tab bar customized the way it was before, but it refuses to hide the Reels tab and refuses to show the Groups tab.",1
710a4bfd-15ec-4e77-9d82-9f4d14b2b8da,I will rate only one star because they disabled my acc without any reason,1
30cf1ea2-2403-479e-b288-0c9e1a642935,rinku gupta,4
ea2d36f3-6519-4ed8-ae0a-219506c8f21d,Good,5
8462c4ff-238f-48a8-92dc-340f749462a4,"jl. nm kmon kimm ki unn cc rx,x1p",5
2ea66399-5c16-4070-ae99-91b9503b9415,good,5
03c16d54-9e18-4b07-bf14-8e28bbfdf3ed,good,5
ee9c95ab-1b95-4f15-aca1-8e3ed8461708,good app,5
8cb47dbe-9d1b-4bf7-b055-1250672503b6,cool picture,5
4a1f1e60-40f9-42ef-8722-5d2bb8a6cf40,It's giving the vibes I want lol,5
a270ad75-d3ab-4a76-936f-5b20f7dc9d22,business,5
dd06fe66-b39a-4ca6-8bc7-981019d51ecb,public Review,5
bd48b373-0fb6-4229-ba71-86aebeb54426,thanks Facebook,5
6ff28e10-65d3-403e-9a63-3a18d27517b7,Up 👆,5
054999cb-9b37-493e-9fed-65aacd264480,Just simply Awesome and beautiful !!! 💞😍,5
9203f43b-af35-406d-a16e-5fb57605e09c,not good,5
0d0a6c06-4a9a-4e79-add0-b2928a30258b,Happy birthday,5
b6c235e5-62c8-4303-8612-5ca05f1424f2,6 hu hum,1
aff1a7e4-7c01-4b28-9c76-7c73c0b0b366,I Lou you Facebook team,5
3e44e8e0-07da-4162-9f45-c8b97e7994cf,v beautiful ❤️,5
4209686f-c6ab-46ed-bdad-1f8f179afeab,"Great apps, helps me connect with people and family.",5
cbd5b0c8-aab5-4929-b20c-299397c15063,Facebook permanently deleted/disabled my main account which I have used for I think 15 years now. Why did this happen?,1
e7bea3d6-fd1f-46db-92a0-14e88a799d9e,nice,5
260d0371-340c-4271-87cf-3bd73e6063ee,it's Facebook,4
7c1dca76-c98d-4754-acd6-3ae0c7fa5f05,is good,5
f31d18a1-8697-4862-a7c7-20a49a85eeb3,"hh .,৷ । চ৬৷ গ। গ। য়ু%. &৭ :রব ক জ",4
6f418a95-b93e-4673-81de-f0bd0b0e629c,"Show ""all comments"" without people having to switch the filter on every single post!",1
fc2c2494-1b72-4b09-934b-dbd5425b11ba,"Amazing at first I hated FB, but I love the app now #itgrew #onme",5
54fb98c9-483c-4ffd-9101-170591f6fd69,it isn't letting people hear the reels when on messenger screen sharing fix this please,3
6172122b-9c8a-45ac-9065-cae50df09e26,its a poison ces pool,1
7ca1f7fd-5fa2-4ce8-b4bb-cc6eace71cb5,Just brilliant love it,5
b85a2139-42ab-48f0-ad47-846c2a6c3019,ល្អប្រើបណ្ដាញសង្គមនេះ,5
77afe5b0-0e2b-4e0e-ab93-f416415f8326,App is broken more often than not,1
f264dd5c-2d50-43b3-9673-c85305809c7f,Facebook,5
489f6e92-bcb0-4177-900e-7734e027c4db,I hope it's in Jesus name 🙏,3
9bbbd159-c9a0-4416-aae8-2a787628fa55,everything you,5
cf6e3025-b760-4a05-b0d6-7540b39214ee,i can't post taxt on story because the font type stuck on the screen plz help.,1
5928a476-94ab-4952-9cca-ef62fbdf1a6d,Trash.......,1
db72a6f0-b23a-44ae-9af2-ac378c9d648c,very nice,4
6ddfb778-6ee6-4fdd-845b-6049d82006c8,Very Good. God Bless Team Meta. Jesus He is and who He is our Savior. John 3:16 Job 9:15 Isaiah 41:10 John 14:6,5
663b238f-1e13-46db-b873-80b85b7c80f3,good,5
cd8e351a-38c6-4bd7-ac97-ffb0aa0e713c,Restyle with Meta AI not working,3
cad316c0-29a2-40f1-8d63-5fe5c7710cc3,love you baby 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘 you baby 💋💋💋💋💋💋💋💋💋💋💋💋💋💋 you baby 💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋 ji Jaan 💕 you too my dear brother and family and I love 😘💕💕💕💕💕💕💕💕💕😘😘😘😘😘 you baby 💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋 💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋 you baby my Jaan happ 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊 me to you baby 💋💋💋💋💋💋💋💋💋💋💋💋💋💋🍼🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥🐥,5
53116655-b4a5-487d-9969-9f990abd0ff7,terrible. cant even be on for a week without getting hacked. some security meta has,1
7bbdf6ba-931b-43bc-9cf7-08a295767994,new new video and vlogs funny videos,5
c351bf14-7a40-4080-b8e4-79b66211d28d,Facebook has really improved. It super easy to reach out to old friends and make new ones. A platform that truly brings the world closer to you.,5
c1173348-4a15-4039-a151-110d6e4e0fa1,sheep,1
706ca87d-f93a-461a-9aca-f2bfa5663cfc,okay,5
a6830076-f5a4-4920-9e23-af5cff517cf8,"greats apps ,may we all have a wonderful year & get success",5
f9df5e7b-9ed8-4f81-8779-b8d957462212,good,5
0afd6de2-faec-4227-9318-10e00ac181d0,"beautiful jewellery from Tammy,",5
3e69fe5f-4fec-440b-917a-1782765948ad,that's my girl,5
31d72666-b56e-4260-88f3-b93ba1f3c3b5,good morning guys,5
84e53e99-8ba6-467f-8573-2e0cc2c9723f,good,3
1e5c6ebb-6801-4520-8e5d-df64bd93f0a2,ALLAH AKIBAH 🙏,5
f644df30-6150-4f18-bfd7-c4f4dadff230,"this app is total trash, i got suspended without any reason i didn't break any rules that meta had, still i got suspended Multiple time..",1
b37040ba-bc66-4290-b22c-e2caeecb877c,"Everyone (besides the magas, because they're too brain-dead to know the difference), knows that Zuck is biased, and changes the algorithms. I see people posting vulgar, racist things, and they NEVER get reprimanded. I post something funny, and I get banned. I stay ONLY to see the Iran videos, and read the comments. Really, you suck.",2
a1641802-e564-4548-8281-14376e4f7058,"I'm really frustrated right now, I woke up this morning and there has a notification that my account has been suspended and I need to appeal which is diabolical because I have made 4 accounts and it's all suspended without any warning or any reason I've been using facebook since 2016 and I'm really disappointed by this. I use it for my make up business but now I think I might need to change another platform to communicate with my clients this is trash",1
8d2c0d6f-056b-475a-a641-7b5cd51a6993,Nice vidos,5
cb02370c-7ca2-49b7-a8c2-7727f0f2fd47,I've been using this app for a years now and only had this problem twice my first account got suspended/terminated for a reason I don't even know about after that it got banned unable to be use or even opened or being able to be retrieved so I made a second one it went well but last night I got another notification that my account got suspended I haven't even done anything that doesn't follow the community standards and I hope Facebook fixed these problems accidentally suspended a wrong acc!!!!,1
393a2c53-7a7d-404d-9e22-2c1719cd31bd,Always some new problem. It's hardly with it anymore.,1
4e997799-c19a-4ccd-b201-6ef46677b653,yes sir good morning,5
83cff86a-e170-4abf-b8cd-263d1d88c444,"hi, I've been a user for quite a while now, not just recently I got a notification saying that my account was following community standards, I tried to appeal and was permanently disabled, it currently still says doesn't follow the community standards...",1
1bf75e46-a72d-43bb-8452-6ccb34007e71,well,5
7285ef63-e265-4661-b1ad-8767e52f0090,excellent app ever,5
0a054cf3-976c-4311-9e64-5ad1e1d1392b,Jewish app,1
8376e490-845b-4d2a-b6c4-625576693c78,"trash, ban my account for no reason and I can't even file an appeal, all i get is an error and loading page. Now i lost the account that i have for years",1
0d95570f-eaf9-407d-8c93-d878f372f78b,good,5
79879cfd-56a7-45a9-bb8c-22245f0658e3,very pretty.,5
f31a13f6-045c-477a-b7d5-55cfbf9ab939,great truck,5
abd7409e-64ea-45da-9c0e-06e7d303294c,joyful,5
a1b1f5a3-9614-4e75-87bd-f047ee095b6c,4/13 - newest update can't see group posts. Each update is worse than theone before.Truly thinking about ditching Facebook after being a member since 2004...almost 22 years and it just keeps getting worse. Can't see when people are online anymore. No longer get emails that it says I am subscribed. Would love to give zero stars.,1
23788ecf-1726-406d-b152-7759a68aefd9,y ugh k,4
ca674804-2362-4a9c-bee6-ddfaed6ebad0,way to many ads!,1
7a94ab8e-1397-4e1f-88af-6cb14d6abccf,"just 1 big ad, Facebook should just be shut down because every 2nd post or video is a SCAM!!! ad, SCAM!!! ad banners on the videos and SCAM!!!! ads popping up and playing over the videos. it's not social media anymore ITS JUST 1 BIG SCAM!!!!! AD",1
ebf39836-c7b0-449f-8390-d2130b5e0b99,"Ads, ads, ads, junk, junk, junk!!!!!!!!!!!!!!!",1
37292a02-ba2a-41a5-8a23-355ff35bb180,"The see more button on the block list just won't work, so",1
ea93a200-656b-4123-b72f-0f9b1bc79492,good work,4
cff2f07b-78ea-43ac-961c-9f77910d29b6,Beautiful,5
da686bd7-625e-4444-95dd-1dd9052ed0e4,Very Good 😊,5
a840b3d8-6cd0-4ab2-bcd0-0548957056d2,ممتاز جداا,5
13e5912f-93a6-4b8f-ae6e-248cf6b47c75,my Beautiful daughter inlaw,5
0819a206-61c2-403d-b361-09f2554f91c8,whoa!,5
31f574e7-8171-45c6-b095-1aa2c30240d4,so good the app this like it🥰,5
5e867376-56ff-41dd-8c67-6ab0696e1174,I love this couple. They are my baby's godparents.,5
b3264e38-cbf5-45e2-8839-138ee5c6e2ba,err,5
980567e5-ef53-4dde-8398-72cd45d25440,Awsome,5
bf8aff78-a512-4433-9ee6-225d2a82f3f9,very good,5
884f5d7f-cde1-4524-a356-80f9cac5d5ce,no facebook app in google play thats why i cant update my app,5
41d1fa9b-7a16-4915-84f8-e1b9f33c4549,good,5
951974a7-de36-4ff4-b9ae-53abd1f411c2,good,5
651b4181-7e71-4527-bfbd-aea85fe1858e,ok nice,1
e17b458c-9c4a-4526-948a-4971d36cae2b,Blow me!,1
9a172f51-750f-4b3f-b171-23cb193456a6,good evening,5
8b71a162-fb60-4160-bb86-1ebb77803bd3,very good,4
be3d869b-1885-4eb5-a856-a489cf35d9cc,I am not sure what to expect from mee end,5
907e6766-ca29-4212-90ec-339987ba8a06,good,5
64eac1b2-4d10-4525-a6d7-f6493af26958,"I'm not even doing anything that are against the Facebook rules or whatever, and still my account got disabled! How suck is your system really is meta huh?!?",1
46f4529b-e9a3-4c92-900a-fd7eb72d6ee4,good app to connect with old friends,3
6e21bd9b-8653-4800-884c-82e610dffdc5,An amazing app.s,5
c246538d-60f7-4a49-9928-dcf4479e8f96,facebook and meta do an amazing job at collecting our data and selling it .,5
819b1416-2dc8-4344-9f0f-8234185b1ce6,Terrible. Waste of time and strange.,1
28feb1dc-3772-4a2f-ae8d-a188f41b7328,દશરતસિહ. પરમાર,5
51d78704-a3b3-46a3-9346-bec70903d677,great,5
b5a3a8fe-b4a6-4983-940b-bcdf40e187a5,mom 2,1
5c60cb98-7f0c-4d2d-bc65-871ce7a7f7aa,ល្អណាស់,5
f0a815cf-203a-41fb-9707-dc0da4a1c6df,Facebook is a good app.,5
6ae8e428-8a6b-4d63-9fb2-e9380751252f,it's so fantastic,5
f798ac96-7c16-4458-bb9e-a7a627e5bb3a,wow,5
b9aa2458-fb50-43cb-8d1a-c610211b994d,"I only see the same people out of all my friends, it never updates the news feed and I end up always seeing old posts over and over, and don't get me started about the massive amount of ads.",1
2f1d180f-1235-49f5-a460-07c8a3380f2e,²0⁰,5
afa19c34-b2c8-49ef-a068-efb3bc668c70,very good 😊,5
45d8d404-b7f6-4446-a779-4d521e223746,that's the way I think,5
cb533b92-9129-43d2-85df-f4066df407e0,it is 5 stars rating and again thank you.,5
151e182d-b3b4-47e7-b312-79d447722fef,frankcojames frankcojames frankcojames,5
25b4910e-b72f-4622-914f-ea06f7d0f111,নাইস কংগ্রাচুলেশন,5
85531b89-7690-4913-ada8-00a1a450cddb,nice to have you and your dad are doing well enough to be a little late today so I will,5
6bf7b837-bf80-4543-a58f-adfe716d99c4,Facebook is going good info service,5
16648ffd-bdce-46d8-b897-675bc9423cf8,𝕛𝕦𝕤𝕥 𝕟𝕖𝕖𝕕 𝕓𝕒𝕤𝕚𝕔 mode,5
dab874aa-8af3-4ac0-a5e2-dc335f6e24d6,"bad for your health and posture, better off learning a skill",1
6512437e-4564-41cf-806c-a8b1fca4ccae,Pondering,5
556a482f-ef80-4317-853e-e1dd2169f941,Missing Reels video and too many ads,1
0ce310c3-59e7-4bd1-8ea5-7fc3f30a898d,"I have a great experience using Facebook, everything is at my fingertips and this app makes it an enjoyable experience.",5
db8e5d84-f799-4572-bfeb-fd9f423e7c43,why do you deasable my account I always follow your rules,1
296a7863-17d4-43d3-b828-ee4163ac4066,"Another update to fix the last update that doesn't fix anything. How do you manage to screw up every update worse than the last one, fire your beta testers, if you have any.",1
3bf6b5d3-5c7b-422d-b8fd-1b0cb1f63538,I love this like this oooooo,1
c323b93e-be39-459f-9035-a527c9bdea1f,thank you facebook.gnda,5
13e04c2f-c0f4-4e92-8176-307e1739d3bc,love it...,5
676d92ad-b1db-40e4-acfd-d467cb0d66a9,I love the application😉 💋💗💗💗💗💗,5
647a3e5a-3cd3-4d9f-ba1f-447b981d10d3,አሐሠረጠነ,1
1b6a23ba-e7b0-4a74-8e14-472e13f3d78e,Marvelous,5
93c4804f-e91b-42cb-96f4-824d7d61d3db,why can't we make our cover pictures private?,5
5cb4b5fa-99bd-4775-87b0-a2a12e651c99,my account was disabled by Facebook because it was hacked and I'm trying to recover it,2
d1696629-2504-45f2-9d54-e847149d7e79,I want my Instagram back META,5
6890977c-6a1e-4db3-8163-6c4d2039d11c,hard to place photos where you want them. where's ads placement.,3
48577c70-8343-4b39-a135-8a40d9471f55,Naty Boss,5
3298bad4-d3f9-487e-a1b0-8a329420ab37,نقیب اللہ,5
2425d9b7-5f0a-4e31-92af-a44d707f4e72,it's a lovely app,4
29a09e7e-25eb-41c4-b27f-ce08c1e1457b,Bag.Addict makes amazing purses! we own several and just love them! They are fun and durable - perfect for running around town or taking on vacation!,5
282f2be1-b7bb-4ff8-b8f2-a4a630670866,open the 5 App.plea se,4
73017ce1-f5e5-4f1e-8f45-8fb0a22a8891,Very nice app to install and use,5
09c7df0c-16d7-43d1-b75c-9fa5340711bf,"no use, cannot accept my login details - incorrect password poo up constantly",1
5793f7c5-5bc5-4645-99e2-2f5d23f3b067,locking Facebook account suddenly with no reminding us,3
1dcb070e-ef62-4355-bffa-0705055ea261,good,5
16b4e650-8707-4141-a2a2-50350d1bb7e5,good dance love u forever Pop,5
efc6215e-3d2a-4eb9-bdc3-c8903a3db21e,still the best so far,5
48e1fe01-c324-42d7-b902-8cfede86a9c7,best,5
9e755ff8-89e5-4f72-b4fd-41b83fbec787,Why did you disable my account?,1
b5e0e0cb-c9e7-42a6-b27d-edb516281475,good,5
0a7e0af1-0171-4ab0-aabf-1ab95e07e4d8,Thankyou,5
f23dad8f-dfb1-4412-bae2-5b590126ef28,too many ads I can't even watch a 1 minute video without several ads popping up,1
117d516f-1ca3-430d-8360-b4dbfb35144b,High quality.,5
abe6f076-9049-47bc-98c5-fd46e7c2c034,the whole place is full of discord bots accusing humans of being bots,1
4bce04c7-95ef-408f-b717-5181b144cf06,Internet is the Coolest invention very useful,5
6f6733f0-5814-42e1-9060-940eb3a3dad6,Elon runs this,1
de55836b-024c-48fd-ad18-05cbb22fc978,very good,5
11ee187e-3fb5-4d5a-8daa-2eef8d558de7,all my friends,5
a669ffc4-bbd1-41a7-b56d-10a5aa4f2936,great apps,5
f11d5a66-b81d-4343-a043-7fb7682eaa16,why my Facebook account are always disabled?,1
83293ce4-d769-4941-b003-740c166882e3,aikua of,5
e26d4309-55bd-4159-aaba-7c2909efb2e1,Taiyab Ali 786,5
06045978-c03c-43ab-870f-9abcc5cc828b,"bro the ads keep on appearing,and it just want you to watch videos",1
3b2c68a0-f3a5-415d-af08-f20aa5af0de6,fr ki,5
d5651676-51c1-4589-acf0-738024ab7c7d,what an nice app mark .,5
d9a66c00-bee4-4fd7-a261-89c4abee4d7b,satisfied,5
99660eaf-22e0-43df-b5af-860a5c869458,i am tired of getting notices on my phone. I keep noting I am not interested but the ads keep coming with anoying frequency. Stop the afs to download the app. I have no useful purpose to be on social media!!!!,1
24996b0f-f9b3-471c-9624-43476a3c55d4,very good service,5
4ad9f807-2d59-4469-b570-1536c55f1186,Good 👍,4
065ca512-0b7e-4af6-ac43-5ddc618f9f8a,ডানলোট,1
70b7007c-b752-4565-93cd-6d858e51c5a4,nice app,1
51d9a134-b9f2-46ed-88a2-dbf79160b531,good,5
827fec3b-dbae-45de-b144-df160ceffbeb,got my 7 years old account disabled today fv@k you,1
402e7a8d-5347-4a35-9cec-91acd57edd10,it doesn't want to open i don't know why,1
c58d7821-5749-4f7c-8c88-347e7bdac0c3,very good,5
8ef28bdc-c13f-423a-a89b-4840c97271f9,Facebook social media,4
ee004135-8cc6-4c11-9f16-97b71bd973a2,loving variation in information entertainment lots more,5
eef5a5ea-6be8-4358-a55e-3752c8bc89e4,yau are biyuti full,5
299cbe28-a3ad-4e19-b886-f84787bc55d1,wow,5
b21bb33d-e359-436e-bc05-f7f79c167d5b,More ads than content.,1
a94963ed-aea5-4a90-9f9c-9d8927cde263,"I am experiencing difficulty watching videos properly, as I can still hear audio from previous videos. This issue is quite bothersome.",3
390350ec-f104-4f95-b358-826d23fbd189,why are you keep on suspending my account?? what did I ever do wrong??,1
4b0c7da6-7204-4fbd-a8fa-b82db13a46dc,"Everything that she makes is homemade and traditional.She will tell you every ingredient in it.And when you pick it up, she puts all the ingredients on it for each treat.So if you're allergic to anything , you're going to know what's in it. she's a very nice person.She's just trying to make a little business.Go now that she's a stay at home , mom and she's not working all the time... i've got several orders from her for a couple different cakes that she's had available also",5
d4b2d961-657f-4b1b-b9ed-027cddbbfbea,Very good condition and helpful the apps,5
c3d909b6-afd4-4900-9475-fbbcf3799f35,I love it so,5
bb08c7aa-494c-4947-8754-777954f60f85,facebook,5
fa811396-09e9-416f-84f2-dd8cd86a8ca6,Awesome,5
17f0055a-b80e-46d7-b935-91861491fe85,very good,5
78c403ad-123f-41cb-85bb-50716aa4f094,The latest update is not compatible with older phones and is causing it to freeze and crash 😤,1
e32121d1-a401-4440-9a66-13f92c46dcaf,hi Chandni the,5
9ac8c132-9673-41a4-987b-291aee7503ea,excellent App,5
d3e47967-34fa-4530-8a5f-5cd23724abc3,Good for earning and business,5
52cbb77b-2af9-43ce-9bdc-cb6365c49fda,good,5
26547216-0cd2-4565-8ea4-fb4830c6b07e,nice,5
73b5215b-9370-4d62-94a6-29078ab2fd22,us,5
3dfda77e-c04c-48fc-b73b-256c5322e4f1,As,5
ff0627f7-f6d8-40a1-af4e-38a47fcbff91,"it is not showing on here, i have done many times on here.",4
14d34c6c-6441-4534-9910-4162665dd788,"BRO!!!! Dishwasher, air conditioning, solar panelling & at the very least a communal freaking BBQ should be standard building code in this hot, simple, expensive but still boozy country!!!! Can I get an ""hell yeah""!? xx",5
2b7edba9-9036-467b-9406-7bfae2458bda,"please bring back being able to go inside albums and either see it by photos alone, or by posts within the album",1
b92d56cf-5887-4f7b-91f7-e576e9296828,exlent,5
6c38e5bb-6403-41f6-94f1-b977fdd59b2d,kya faltu app hai ldkiya reply hi nai deti,1
af09ffd7-1190-428c-a9e2-d1d560ed1061,ভালো,5
bd57ba27-bdc3-42c2-83cd-2106a26da4a8,Rakib All hasan ফেসবুক খুব সুন্দর একটা প্ল্যাটফর্ম,5
12ca18f1-06df-4a44-9d21-5cd5816c5299,nice,5
11e9fc67-86d0-44c6-8b35-2c214b276646,good,5
bc2e45da-930f-4c2e-a559-3ae82c335031,"The app is very good, I like it very much",5
0e51c8a9-989a-4d84-bd30-90131c7f192a,it's ok,5
cf18d548-e5be-4efd-bbdd-88e9bf30fab4,just wow,5
6eecbba3-b536-4a04-8ee5-f275a1b4ec84,very nice Facebook i love Facebook,5
09ec6d2c-99e9-4447-9b18-5f98b78c8180,"terrible ads, algorithm force feeds you junk, lies and dirtbags. full of hate and lies.",1
f38873d0-343d-4843-b1b6-8e8364c4cbeb,Chandan Kumar bahut achcha hai aapka,5
09b2838d-0c27-4ef9-b0dc-b5ba1a731ff8,Facebook protects abusive toxic people who harass others and when the victim eventually responds (because Facebook refuses to remove actual offensive content) Facebook thinks it's a problem. They embolden abusers to be MORE abusive.,1
afcdd0d7-f501-44df-a98d-88be5556f3c1,Good,1
59de69d2-aab1-444e-b6e8-1eb923ec06df,nice,5
082b69f5-f59f-475b-b8dc-517672b6c327,good,5
bfee2480-dbdc-4057-9eca-d7f1d380622f,Best looking forward,5
faeb08f3-f650-4f95-a3ae-b5cac2ec963d,can you download messenger,5
d27ea84b-2f01-4915-a602-afce46aab08c,The best way I see the world and even meet new people outside,5
a2c3182a-c206-4a05-9855-60edb2278779,great,5
22821b7c-16c9-4838-9550-0fdae3d7e1c4,FB is good 100% recommend,5
0ae4c95d-1bc9-42e5-9141-80db0fdaa49b,OK,5
31403ead-a22b-41c1-8068-d893582343f6,i have two years eperienced,5
08b3cc6b-d5a7-40c3-afb2-6385c6ed2131,Good for God's kid,5
e9122bf9-26cc-4f81-b1c0-6c1942b37f0d,good,5
82d6acdd-bfaa-4375-b30f-75bfaff0bbfc,grate app,5
40ea1d47-5b5f-42db-bf41-f77abff946cc,op vi,5
